"OBS.","TOWN","TOWN#","TRACT","LON","LAT","MEDV","CMEDV","CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","Latitude","Longitude","Town"
367,"Boston Back Bay",75,104,-71.054,42.2052,3.08648663682246,21.9,3.69695,0,18.1,0,0.515524,4.963,91.4,0.560929210732236,3.17805383034795,666,20.2,100273.5556,2.63905732961526,42.2052,-71.054,"Boston Back Bay"
368,"Boston Back Bay",75,105,-71.0508,42.207,3.13983261752775,23.1,13.5222,0,18.1,0,0.398161,3.863,100,0.412506922897211,3.17805383034795,666,20.2,17437.2025,2.59001713419062,42.207,-71.0508,"Boston Back Bay"
369,"Boston Back Bay",75,107,-71.048,42.2105,3.91202300542815,50,4.89822,0,18.1,0,0.398161,4.97,100,0.287056877057863,3.17805383034795,666,20.2,141488.8225,1.18172719537862,42.2105,-71.048,"Boston Back Bay"
370,"Boston Back Bay",75,108,-71.0497,42.2125,3.91202300542815,50,5.66998,0,18.1,1,0.398161,6.683,96.8,0.305055280509126,3.17805383034795,666,20.2,141345.9216,1.31640823365572,42.2125,-71.0497,"Boston Back Bay"
371,"Boston Beacon Hill",76,201,-71.0422,42.2144,3.91202300542815,50,6.53876,0,18.1,1,0.398161,7.016,97.5,0.184319559456628,3.17805383034795,666,20.2,154197.5824,1.08518926833597,42.2144,-71.0422,"Boston Beacon Hill"
372,"Boston Beacon Hill",76,202,-71.0417,42.216,3.91202300542815,50,9.2323,0,18.1,0,0.398161,6.216,100,0.156234222030636,3.17805383034795,666,20.2,134527.5684,2.25444471766611,42.216,-71.0417,"Boston Beacon Hill"
373,"Boston Beacon Hill",76,203,-71.0397,42.2182,3.91202300542815,50,8.26725,0,18.1,1,0.446224,5.875,89.6,0.121863587756841,3.17805383034795,666,20.2,121459.2201,2.18380155700408,42.2182,-71.0397,"Boston Beacon Hill"
374,"Boston North End",77,301,-71.0339,42.2207,2.62466859216316,13.8,11.1081,0,18.1,0,0.446224,4.906,100,0.160587064647948,3.17805383034795,666,20.2,158030.1009,3.54875494601977,42.2207,-71.0339,"Boston North End"
375,"Boston North End",77,302,-71.0346,42.2187,2.62466859216316,13.8,18.4982,0,18.1,0,0.446224,4.138,100,0.128393214768399,3.17805383034795,666,20.2,158030.1009,3.63679637424371,42.2187,-71.0346,"Boston North End"
376,"Boston Charlestown",78,401,-71.0367,42.224,2.70805020110221,15,19.6091,0,18.1,0,0.450241,7.313,97.9,0.274824770449225,3.17805383034795,666,20.2,158030.1009,2.598235335095,42.224,-71.0367,"Boston Charlestown"
377,"Boston Charlestown",78,402,-71.034,42.226,2.63188884013665,13.9,15.288,0,18.1,0,0.450241,6.649,93.3,0.296319660847366,3.17805383034795,666,20.2,132241.3225,3.14587493198371,42.226,-71.034,"Boston Charlestown"
378,"Boston Charlestown",78,403,-71.038,42.2265,2.58776403522771,13.3,9.82349,0,18.1,0,0.450241,6.794,98.8,0.306013029136504,3.17805383034795,666,20.2,158030.1009,3.05588619637374,42.2265,-71.038,"Boston Charlestown"
379,"Boston Charlestown",78,404,-71.04,42.2248,2.57261223020711,13.1,23.6482,0,18.1,0,0.450241,6.38,96.2,0.32649404823717,3.17805383034795,666,20.2,158030.1009,3.16505301817069,42.2248,-71.04,"Boston Charlestown"
380,"Boston Charlestown",78,405,-71.04,42.2275,2.32238772029023,10.2,17.8667,0,18.1,0,0.450241,6.223,100,0.32649404823717,3.17805383034795,666,20.2,155527.6969,3.08099211750481,42.2275,-71.04,"Boston Charlestown"
381,"Boston Charlestown",78,406,-71.046,42.23,2.34180580614733,10.4,88.9762,0,18.1,0,0.450241,6.968,91.9,0.348189040288434,3.17805383034795,666,20.2,158030.1009,2.84549061022345,42.23,-71.046,"Boston Charlestown"
382,"Boston East Boston",79,407,-71.041,42.229,2.3887627892351,10.9,15.8744,0,18.1,0,0.450241,6.545,99.1,0.418183880515939,3.17805383034795,666,20.2,158030.1009,3.04832472367316,42.229,-71.041,"Boston East Boston"
383,"Boston East Boston",79,501,-71.023,42.2287,2.42480272571829,11.3,9.18702,0,18.1,0,0.49,5.536,100,0.457677979555099,3.17805383034795,666,20.2,158030.1009,3.16124671203156,42.2287,-71.023,"Boston East Boston"
384,"Boston East Boston",79,502,-71.0215,42.227,2.50959926237837,12.3,7.99248,0,18.1,0,0.49,5.52,100,0.427291829334271,3.17805383034795,666,20.2,158030.1009,3.20111910327894,42.227,-71.0215,"Boston East Boston"
385,"Boston East Boston",79,503,-71.0245,42.2235,2.17475172148416,8.8,20.0849,0,18.1,0,0.49,4.368,91.2,0.364295831070094,3.17805383034795,666,20.2,82059.3316,3.42197992084468,42.2235,-71.0245,"Boston East Boston"
386,"Boston East Boston",79,504,-71.0235,42.2213,1.97408102602201,7.2,16.8118,0,18.1,0,0.49,5.277,98.1,0.354943445760584,3.17805383034795,666,20.2,158030.1009,3.42783931260858,42.2213,-71.0235,"Boston East Boston"
387,"Boston East Boston",79,506,-71.0228,42.2231,2.35137525716348,10.5,24.3938,0,18.1,0,0.49,4.652,100,0.383355822520063,3.17805383034795,666,20.2,158030.1009,3.34215484102837,42.2231,-71.0228,"Boston East Boston"
388,"Boston East Boston",79,507,-71.0215,42.2248,2.00148000021012,7.4,22.5971,0,18.1,0,0.49,5,89.5,0.417657148873526,3.17805383034795,666,20.2,158030.1009,3.46542335396143,42.2248,-71.0215,"Boston East Boston"
389,"Boston East Boston",79,508,-71.0195,42.2255,2.32238772029023,10.2,14.3337,0,18.1,0,0.49,4.88,100,0.46341950136872,3.17805383034795,666,20.2,139539.6025,3.42165339022954,42.2255,-71.0195,"Boston East Boston"
390,"Boston East Boston",79,509,-71.0168,42.2281,2.4423470353692,11.5,8.15174,0,18.1,0,0.49,5.39,98.9,0.547022539077809,3.17805383034795,666,20.2,158030.1009,3.03735394824481,42.2281,-71.0168,"Boston East Boston"
391,"Boston East Boston",79,510,-71.0109,42.23,2.71469474382088,15.1,6.96215,0,18.1,0,0.49,5.713,97,0.655704885084075,3.17805383034795,666,20.2,156072.4036,2.8396630879041,42.23,-71.0109,"Boston East Boston"
392,"Boston East Boston",79,511,-71.0035,42.233,3.14415227867226,23.2,5.29305,0,18.1,0,0.49,6.051,82.5,0.773712828399513,3.17805383034795,666,20.2,143648.5801,2.93172694357808,42.233,-71.0035,"Boston East Boston"
393,"Boston East Boston",79,512,-71.02,42.2205,2.27212588550934,9.7,11.5779,0,18.1,0,0.49,5.036,97,0.570979546585738,3.17805383034795,666,20.2,158030.1009,3.24571247882176,42.2205,-71.02,"Boston East Boston"
394,"Boston South Boston",80,601,-71.0167,42.201,2.62466859216316,13.8,8.64476,0,18.1,0,0.480249,6.193,92.6,0.582885786302408,3.17805383034795,666,20.2,158030.1009,2.71931979336044,42.201,-71.0167,"Boston South Boston"
395,"Boston South Boston",80,602,-71.02,42.1993,2.54160199346455,12.7,13.3598,0,18.1,0,0.480249,5.887,94.7,0.577792444196917,3.17805383034795,666,20.2,158030.1009,2.79422789734326,42.1993,-71.02,"Boston South Boston"
396,"Boston South Boston",80,603,-71.022,42.1996,2.57261223020711,13.1,8.71675,0,18.1,0,0.480249,6.471,98.8,0.545632765271396,3.17805383034795,666,20.2,154142.6121,2.8402473707136,42.1996,-71.022,"Boston South Boston"
397,"Boston South Boston",80,604,-71.026,42.1993,2.52572864430826,12.5,5.87205,0,18.1,0,0.480249,6.405,96,0.516887215144586,3.17805383034795,666,20.2,158030.1009,2.9637254774189,42.1993,-71.026,"Boston South Boston"
398,"Boston South Boston",80,605,-71.025,42.2024,2.14006616349627,8.5,7.67202,0,18.1,0,0.480249,5.747,98.9,0.490663731942038,3.17805383034795,666,20.2,155023.3129,2.99172425215645,42.2024,-71.025,"Boston South Boston"
399,"Boston South Boston",80,606,-71.023,42.209,1.6094379124341,5,38.3518,0,18.1,0,0.480249,5.453,100,0.398507627540666,3.17805383034795,666,20.2,158030.1009,3.42067315816281,42.209,-71.023,"Boston South Boston"
400,"Boston South Boston",80,607,-71.033,42.2032,1.84054963339749,6.3,9.91655,0,18.1,0,0.480249,5.852,77.8,0.405731739225595,3.17805383034795,666,20.2,114778.6641,3.40019688132857,42.2032,-71.033,"Boston South Boston"
401,"Boston South Boston",80,608,-71.0326,42.2011,1.7227665977411,5.6,25.0461,0,18.1,0,0.480249,5.987,100,0.462979014308771,3.17805383034795,666,20.2,158030.1009,3.28728185753226,42.2011,-71.0326,"Boston South Boston"
402,"Boston South Boston",80,609,-71.03,42.2015,1.97408102602201,7.2,14.2362,0,18.1,0,0.480249,6.343,100,0.453683680378639,3.17805383034795,666,20.2,158030.1009,3.01160562271028,42.2015,-71.03,"Boston South Boston"
403,"Boston South Boston",80,610,-71.03,42.1988,2.4932054526027,12.1,9.59571,0,18.1,0,0.480249,6.404,100,0.494086299761693,3.17805383034795,666,20.2,141933.0276,3.01111337559229,42.1988,-71.03,"Boston South Boston"
404,"Boston South Boston",80,612,-71.0332,42.198,2.11625551480255,8.3,24.8017,0,18.1,0,0.480249,5.349,96,0.53227395497186,3.17805383034795,666,20.2,158030.1009,2.98416563718253,42.198,-71.0332,"Boston South Boston"
405,"Boston South Boston",80,613,-71.0345,42.2001,2.14006616349627,8.5,41.5292,0,18.1,0,0.480249,5.531,85.4,0.474617966796481,3.17805383034795,666,20.2,108959.4081,3.3098128198603,42.2001,-71.0345,"Boston South Boston"
406,"Boston South Boston",80,614,-71.032,42.2057,1.6094379124341,5,67.9208,0,18.1,0,0.480249,5.683,100,0.354452476085633,3.17805383034795,666,20.2,148687.36,3.13462427242061,42.2057,-71.032,"Boston South Boston"
407,"Boston Downtown",81,702,-71.039,42.2198,2.47653840011748,11.9,20.7162,0,18.1,0,0.434281,4.138,100,0.163902971269937,3.17805383034795,666,20.2,137529.7225,3.15016862685841,42.2198,-71.039,"Boston Downtown"
408,"Boston Downtown",81,703,-71.0427,42.209,3.32862668882732,27.9,11.9511,0,18.1,0,0.434281,5.608,100,0.250914348259566,3.17805383034795,666,20.2,110702.5984,2.49568172295596,42.209,-71.0427,"Boston Downtown"
409,"Boston Downtown",81,705,-71.0437,42.205,2.84490938381941,17.2,7.40389,0,18.1,0,0.356409,5.617,97.9,0.374799693797279,3.17805383034795,666,20.2,99395.1729,3.27336401015227,42.205,-71.0437,"Boston Downtown"
410,"Boston Downtown",81,706,-71.0455,42.206,3.31418600467253,27.5,14.4383,0,18.1,0,0.356409,6.852,100,0.38219648116881,3.17805383034795,666,20.2,32396.4001,2.98467132619457,42.206,-71.0455,"Boston Downtown"
411,"Boston Downtown",81,707,-71.0462,42.2075,2.70805020110221,15,51.1358,0,18.1,0,0.356409,5.757,100,0.34571510370239,3.17805383034795,666,20.2,10.4329,2.31352503303238,42.2075,-71.0462,"Boston Downtown"
412,"Boston Downtown",81,708,-71.0487,42.2048,2.84490938381941,17.2,14.0507,0,18.1,0,0.356409,6.657,100,0.423632412063613,3.17805383034795,666,20.2,1273.0624,3.05494413318584,42.2048,-71.0487,"Boston Downtown"
413,"Boston Downtown",81,709,-71.047,42.203,2.88480071284671,17.9,18.811,0,18.1,0,0.356409,4.628,100,0.440767899810551,3.17805383034795,666,20.2,865.5364,3.53718409086174,42.203,-71.047,"Boston Downtown"
414,"Boston Downtown",81,710,-71.0451,42.2015,2.79116510781272,16.3,28.6558,0,18.1,0,0.356409,5.155,100,0.463356586523942,3.17805383034795,666,20.2,44774.56,2.99972429482353,42.2015,-71.0451,"Boston Downtown"
415,"Boston Roxbury",82,801,-71.042,42.1985,1.94591014905531,7,45.7461,0,18.1,0,0.480249,4.519,100,0.505732676699981,3.17805383034795,666,20.2,7903.21,3.61037722595898,42.1985,-71.042,"Boston Roxbury"
416,"Boston Roxbury",82,802,-71.0455,42.1953,1.97408102602201,7.2,18.0846,0,18.1,0,0.461041,6.434,100,0.606880980402537,3.17805383034795,666,20.2,777.2944,3.36901848329792,42.1953,-71.0455,"Boston Roxbury"
417,"Boston Roxbury",82,803,-71.0477,42.1965,2.01490302054226,7.5,10.8342,0,18.1,0,0.461041,6.782,90.8,0.598561738070077,3.17805383034795,666,20.2,492.84,3.24998681989325,42.1965,-71.0477,"Boston Roxbury"
418,"Boston Roxbury",82,805,-71.0498,42.2007,2.34180580614733,10.4,25.9406,0,18.1,0,0.461041,5.304,89.1,0.499258987394525,3.17805383034795,666,20.2,16381.4401,3.28241384567219,42.2007,-71.0498,"Boston Roxbury"
419,"Boston Roxbury",82,807,-71.0525,42.1989,2.17475172148416,8.8,73.5341,0,18.1,0,0.461041,5.957,100,0.589230067140172,3.17805383034795,666,20.2,291.7264,3.02626147858881,42.1989,-71.0525,"Boston Roxbury"
420,"Boston Roxbury",82,808,-71.0586,42.1999,2.12823170584927,8.4,11.8123,0,18.1,0,0.515524,6.824,76.5,0.584447763636604,3.17805383034795,666,20.2,2408.8464,3.12412548832239,42.1999,-71.0586,"Boston Roxbury"
421,"Boston Roxbury",82,809,-71.0618,42.199,2.81540871942271,16.7,11.0874,0,18.1,0,0.515524,6.411,100,0.619984914930961,3.17805383034795,666,20.2,102003.5844,2.70938264633599,42.199,-71.0618,"Boston Roxbury"
422,"Boston Roxbury",82,810,-71.065,42.2018,2.65324196460721,14.2,7.02259,0,18.1,0,0.515524,6.006,95.3,0.628395303330248,3.17805383034795,666,20.2,102790.7721,2.75366071235426,42.2018,-71.065,"Boston Roxbury"
423,"Boston Roxbury",82,811,-71.0665,42.197,3.03495298670727,20.8,12.0482,0,18.1,0,0.376996,5.648,87.6,0.668444567919574,3.17805383034795,666,20.2,85369.1524,2.64617479738412,42.197,-71.0665,"Boston Roxbury"
424,"Boston Roxbury",82,812,-71.0619,42.1948,2.59525470695687,13.4,7.05042,0,18.1,0,0.376996,6.103,85.1,0.70398820373782,3.17805383034795,666,20.2,9.9225,3.14802408389625,42.1948,-71.0619,"Boston Roxbury"
425,"Boston Roxbury",82,813,-71.059,42.192,2.45958884180371,11.7,8.79212,0,18.1,0,0.341056,5.565,70.6,0.724403570210499,3.17805383034795,666,20.2,18.3184,2.84258109405982,42.192,-71.059,"Boston Roxbury"
426,"Boston Roxbury",82,814,-71.0577,42.1967,2.11625551480255,8.3,15.8603,0,18.1,0,0.461041,5.896,95.4,0.646893796042483,3.17805383034795,666,20.2,69.0561,3.19417321222783,42.1967,-71.0577,"Boston Roxbury"
427,"Boston Roxbury",82,815,-71.0558,42.1937,2.32238772029023,10.2,12.2472,0,18.1,0,0.341056,5.837,59.7,0.691946459983426,3.17805383034795,666,20.2,639.0784,2.75302356674494,42.1937,-71.0558,"Boston Roxbury"
428,"Boston Roxbury",82,816,-71.0542,42.1961,2.3887627892351,10.9,37.6619,0,18.1,0,0.461041,6.202,78.7,0.622134413313526,3.17805383034795,666,20.2,378.3025,2.67552700939665,42.1961,-71.0542,"Boston Roxbury"
429,"Boston Roxbury",82,817,-71.0521,42.194,2.39789527279837,11,7.36711,0,18.1,0,0.461041,6.193,78.1,0.660417355937026,3.17805383034795,666,20.2,9478.9696,3.06898273529358,42.194,-71.0521,"Boston Roxbury"
430,"Boston Roxbury",82,818,-71.0485,42.192,2.2512917986065,9.5,9.33889,0,18.1,0,0.461041,6.38,95.6,0.677119419482748,3.17805383034795,666,20.2,3763.8225,3.18138162044062,42.192,-71.0485,"Boston Roxbury"
431,"Boston Roxbury",82,819,-71.0547,42.189,2.67414864942653,14.5,8.49213,0,18.1,0,0.341056,6.348,86.1,0.719155999740996,3.17805383034795,666,20.2,7069.4464,2.87016905057865,42.189,-71.0547,"Boston Roxbury"
432,"Boston Roxbury",82,820,-71.0505,42.188,2.64617479738412,14.1,10.0623,0,18.1,0,0.341056,6.833,94.3,0.736302450873873,3.17805383034795,666,20.2,6717.4416,2.98011089265103,42.188,-71.0505,"Boston Roxbury"
433,"Boston Roxbury",82,821,-71.052,42.1854,2.77881927199042,16.1,6.44405,0,18.1,0,0.341056,6.425,74.8,0.788639162019166,3.17805383034795,666,20.2,9718.0164,2.48740352998659,42.1854,-71.052,"Boston Roxbury"
434,"Boston Savin Hill",83,901,-71.0495,42.1815,2.66025953726586,14.3,5.58107,0,18.1,0,0.508369,6.436,87.9,0.839755200196036,3.17805383034795,666,20.2,10164.6724,2.78624504868727,42.1815,-71.0495,"Boston Savin Hill"
435,"Boston Savin Hill",83,902,-71.0475,42.1842,2.45958884180371,11.7,13.9134,0,18.1,0,0.508369,6.208,95,0.798497696167771,3.17805383034795,666,20.2,10253.5876,2.71931979336044,42.1842,-71.0475,"Boston Savin Hill"
436,"Boston Savin Hill",83,903,-71.046,42.1867,2.59525470695687,13.4,11.1604,0,18.1,0,0.5476,6.629,94.6,0.753630615939456,3.17805383034795,666,20.2,12205.8304,3.1471649773142,42.1867,-71.046,"Boston Savin Hill"
437,"Boston Savin Hill",83,904,-71.0455,42.1893,2.26176309847379,9.6,14.4208,0,18.1,0,0.5476,6.461,93.3,0.694446336291565,3.17805383034795,666,20.2,790.7344,2.89314568477889,42.1893,-71.0455,"Boston Savin Hill"
438,"Boston Savin Hill",83,905,-71.0445,42.1917,2.16332302566054,8.2,15.1772,0,18.1,0,0.5476,6.152,100,0.649299780779669,3.17805383034795,666,20.2,99.0025,3.27525615830431,42.1917,-71.0445,"Boston Savin Hill"
439,"Boston Savin Hill",83,906,-71.0445,42.1938,2.12823170584927,8.4,13.6781,0,18.1,0,0.5476,5.935,87.9,0.599166117089051,3.17805383034795,666,20.2,4841.3764,3.52694858696772,42.1938,-71.0445,"Boston Savin Hill"
440,"Boston Savin Hill",83,907,-71.037,42.194,2.54944517092557,12.8,9.39063,0,18.1,0,0.5476,5.627,93.9,0.597296854903111,3.17805383034795,666,20.2,158030.1009,3.1302631665116,42.194,-71.037,"Boston Savin Hill"
441,"Boston Savin Hill",83,908,-71.0321,42.1925,2.35137525716348,10.5,22.0511,0,18.1,0,0.5476,5.818,92.4,0.623904277817785,3.17805383034795,666,20.2,153726.7264,3.09602999486936,42.1925,-71.0321,"Boston Savin Hill"
442,"Boston Savin Hill",83,910,-71.0345,42.185,2.83907846350861,17.1,9.72418,0,18.1,0,0.5476,6.406,97.2,0.725178651390609,3.17805383034795,666,20.2,149451.8281,2.97143958098495,42.185,-71.0345,"Boston Savin Hill"
443,"Boston Savin Hill",83,911,-71.034,42.189,2.91235066461494,14.8,5.66637,0,18.1,0,0.5476,6.219,100,0.695544305159667,3.17805383034795,666,20.2,157069.5424,2.80880010420235,42.189,-71.034,"Boston Savin Hill"
444,"Boston Savin Hill",83,912,-71.0378,42.1892,2.73436750941958,15.4,9.96654,0,18.1,0,0.5476,6.485,100,0.682288437225069,3.17805383034795,666,20.2,150047.7696,2.93651291389402,42.1892,-71.0378,"Boston Savin Hill"
445,"Boston Savin Hill",83,913,-71.0405,42.192,2.37954613413017,10.8,12.8023,0,18.1,0,0.5476,5.854,96.6,0.639535411111296,3.17805383034795,666,20.2,58153.3225,3.16926532431487,42.192,-71.0405,"Boston Savin Hill"
446,"Boston Savin Hill",83,914,-71.0425,42.189,2.46809953147162,11.8,10.6718,0,18.1,0,0.5476,6.459,94.8,0.687078805158339,3.17805383034795,666,20.2,1908.8161,3.17722014959937,42.189,-71.0425,"Boston Savin Hill"
447,"Boston Savin Hill",83,915,-71.039,42.1868,2.70136121295141,14.9,6.28807,0,18.1,0,0.5476,6.341,96.4,0.728514324397237,3.17805383034795,666,20.2,101531.4496,2.87863650167774,42.1868,-71.039,"Boston Savin Hill"
448,"Boston Savin Hill",83,916,-71.037,42.184,2.53369681395743,12.6,9.92485,0,18.1,0,0.5476,6.251,96.6,0.78754785598143,3.17805383034795,666,20.2,151437.7225,2.79971738962803,42.184,-71.037,"Boston Savin Hill"
449,"Boston Savin Hill",83,917,-71.04,42.182,2.64617479738412,14.1,9.32909,0,18.1,0,0.508369,6.185,98.7,0.816072527397244,3.17805383034795,666,20.2,158030.1009,2.89756802476676,42.182,-71.04,"Boston Savin Hill"
450,"Boston Savin Hill",83,918,-71.0428,42.1845,2.56494935746154,13,7.52601,0,18.1,0,0.508369,6.417,98.3,0.781615828547554,3.17805383034795,666,20.2,92927.4256,2.96062309644042,42.1845,-71.0428,"Boston Savin Hill"
451,"Boston Savin Hill",83,919,-71.046,42.181,2.59525470695687,13.4,6.71772,0,18.1,0,0.508369,6.749,92.6,0.84311770713624,3.17805383034795,666,20.2,0.9025,2.85876641848083,42.181,-71.046,"Boston Savin Hill"
452,"Boston Savin Hill",83,920,-71.041,42.1795,2.72129542785223,15.2,5.44114,0,18.1,0,0.508369,6.655,98.2,0.85662564955242,3.17805383034795,666,20.2,126679.0464,2.87525812008612,42.1795,-71.041,"Boston Savin Hill"
453,"Boston Savin Hill",83,921,-71.034,42.179,2.77881927199042,16.1,5.09017,0,18.1,0,0.508369,6.297,91.8,0.862130172914719,3.17805383034795,666,20.2,148779.9184,2.84897089215859,42.179,-71.034,"Boston Savin Hill"
454,"Boston Savin Hill",83,922,-71.04,42.177,2.87919845729804,17.8,8.24809,0,18.1,0,0.508369,7.393,99.3,0.897189458571754,3.17805383034795,666,20.2,141752.25,2.81780106506133,42.177,-71.04,"Boston Savin Hill"
455,"Boston Savin Hill",83,923,-71.0455,42.1768,2.70136121295141,14.4,9.51363,0,18.1,0,0.508369,6.728,94.1,0.914729513807201,3.17805383034795,666,20.2,53.4361,2.929058140286,42.1768,-71.0455,"Boston Savin Hill"
456,"Boston Savin Hill",83,924,-71.051,42.178,2.64617479738412,14.1,4.75237,0,18.1,0,0.508369,6.525,86.5,0.890275244670873,3.17805383034795,666,20.2,2657.4025,2.89756802476676,42.178,-71.051,"Boston Savin Hill"
457,"Boston Dorchester",84,1001,-71.0517,42.1735,2.54160199346455,12.7,4.66883,0,18.1,0,0.508369,5.976,87.9,0.948021930035609,3.17805383034795,666,20.2,123.4321,2.94496515650034,42.1735,-71.0517,"Boston Dorchester"
458,"Boston Dorchester",84,1002,-71.0515,42.17,2.60268968544438,13.5,8.20058,0,18.1,0,0.508369,5.936,80.3,1.0221631165047,3.17805383034795,666,20.2,17.0569,2.82967768922391,42.17,-71.0515,"Boston Dorchester"
459,"Boston Dorchester",84,1003,-71.0475,42.169,2.70136121295141,14.9,7.75223,0,18.1,0,0.508369,6.301,83.7,1.0235654143452,3.17805383034795,666,20.2,74441.6656,2.7868613815265,42.169,-71.0475,"Boston Dorchester"
460,"Boston Dorchester",84,1004,-71.043,42.169,2.99573227355399,20,6.80117,0,18.1,0,0.508369,6.081,84.4,0.999712340013227,3.17805383034795,666,20.2,158030.1009,2.68784749378469,42.169,-71.043,"Boston Dorchester"
461,"Boston Dorchester",84,1005,-71.043,42.1728,2.79728133483015,16.4,4.81213,0,18.1,0,0.508369,6.701,90,0.954549443991245,3.17805383034795,666,20.2,65464.3396,2.79850010402428,42.1728,-71.043,"Boston Dorchester"
462,"Boston Dorchester",84,1006,-71.035,42.1745,2.87356463957978,17.7,3.69311,0,18.1,0,0.508369,6.376,88.4,0.942776857109982,3.17805383034795,666,20.2,153711.0436,2.68444033546308,42.1745,-71.035,"Boston Dorchester"
463,"Boston Dorchester",84,1007,-71.031,42.1695,2.9704144655697,19.5,6.65492,0,18.1,0,0.508369,6.317,83,1.00591203337919,3.17805383034795,666,20.2,158030.1009,2.63834278867739,42.1695,-71.031,"Boston Dorchester"
464,"Boston Dorchester",84,1008,-71.0358,42.1675,3.00568260440716,20.2,5.82115,0,18.1,0,0.508369,6.513,89.9,1.03019068254945,3.17805383034795,666,20.2,155590.8025,2.33117254984596,42.1675,-71.0358,"Boston Dorchester"
465,"Boston Dorchester",84,1009,-71.045,42.164,3.06339092202781,21.4,7.83932,0,18.1,0,0.429025,6.209,65.4,1.0863372577925,3.17805383034795,666,20.2,158030.1009,2.58173083442354,42.164,-71.045,"Boston Dorchester"
466,"Boston Dorchester",84,1010,-71.055,42.165,2.99071973173045,19.9,3.1636,0,18.1,0,0.429025,5.759,48.2,1.1205368460839,3.17805383034795,666,20.2,112245.1009,2.64830019669644,42.165,-71.055,"Boston Dorchester"
467,"Boston Dorchester",84,1011,-71.055,42.1685,2.94443897916644,19,3.77498,0,18.1,0,0.429025,5.952,84.7,1.05483454132221,3.17805383034795,666,20.2,512.5696,2.84199817361195,42.1685,-71.055,"Boston Dorchester"
468,"Boston Mattapan",85,1101,-71.066,42.178,2.94968833505258,19.1,4.42228,0,18.1,0,0.341056,6.003,94.5,0.932282184292201,3.17805383034795,666,20.2,110170.8864,3.05964559929764,42.178,-71.066,"Boston Mattapan"
469,"Boston Mattapan",85,1102,-71.07,42.168,2.94968833505258,19.1,15.5757,0,18.1,0,0.3364,5.926,71,1.06760310179376,3.17805383034795,666,20.2,136434.1969,2.89756802476676,42.168,-71.07,"Boston Mattapan"
470,"Boston Mattapan",85,1103,-71.069,42.1725,3.00071981506503,20.1,13.0751,0,18.1,0,0.3364,5.713,56.7,1.03804808169333,3.17805383034795,666,20.2,158030.1009,2.69192081917233,42.1725,-71.069,"Boston Mattapan"
471,"Boston Mattapan",85,1104,-71.074,42.168,2.99071973173045,19.9,4.34879,0,18.1,0,0.3364,6.167,84,1.10968410263516,3.17805383034795,666,20.2,158030.1009,2.79055142261395,42.168,-71.074,"Boston Mattapan"
472,"Boston Mattapan",85,1105,-71.0825,42.1698,2.97552956623647,19.6,4.03841,0,18.1,0,0.283024,6.229,90.7,1.13117627954137,3.17805383034795,666,20.2,156784.3216,2.55489902160804,42.1698,-71.0825,"Boston Mattapan"
473,"Boston Mattapan",85,1106,-71.0833,42.175,3.14415227867226,23.2,3.56868,0,18.1,0,0.3364,6.437,75,1.06350311155454,3.17805383034795,666,20.2,155236,2.66444656362008,42.175,-71.0833,"Boston Mattapan"
474,"Boston Forest Hills",86,1201,-71.0732,42.184,3.39450839351136,29.8,4.64689,0,18.1,0,0.376996,6.98,67.6,0.929364891361427,3.17805383034795,666,20.2,140857.5961,2.45616418092235,42.184,-71.0732,"Boston Forest Hills"
475,"Boston Forest Hills",86,1202,-71.055,42.183,2.62466859216316,13.8,8.05579,0,18.1,0,0.341056,5.427,95.4,0.887808949438505,3.17805383034795,666,20.2,124757.3041,2.89811944468699,42.183,-71.055,"Boston Forest Hills"
476,"Boston Forest Hills",86,1203,-71.0511,42.1879,2.58776403522771,13.3,6.39312,0,18.1,0,0.341056,6.162,97.4,0.791180920831311,3.17805383034795,666,20.2,92045.4921,3.18221184049661,42.1879,-71.0511,"Boston Forest Hills"
477,"Boston Forest Hills",86,1204,-71.0565,42.188,2.81540871942271,16.7,4.87141,0,18.1,0,0.376996,6.484,93.6,0.835210819823413,3.17805383034795,666,20.2,157481.9856,2.9274534328007,42.188,-71.0565,"Boston Forest Hills"
478,"Boston Forest Hills",86,1205,-71.0528,42.192,2.484906649788,12,15.0234,0,18.1,0,0.376996,5.304,97.3,0.742270622519498,3.17805383034795,666,20.2,122577.0121,3.21526932927409,42.192,-71.0528,"Boston Forest Hills"
479,"Boston Forest Hills",86,1206,-71.0558,42.1913,2.68102152871429,14.6,10.233,0,18.1,0,0.376996,6.185,96.7,0.774957555757511,3.17805383034795,666,20.2,144650.9089,2.89203703721523,42.1913,-71.0558,"Boston Forest Hills"
480,"Boston Forest Hills",86,1207,-71.067,42.1945,3.06339092202781,21.4,14.3337,0,18.1,0,0.376996,6.229,88,0.668444567919574,3.17805383034795,666,20.2,147417.6025,2.57337529777561,42.1945,-71.067,"Boston Forest Hills"
481,"Boston West Roxbury",87,1301,-71.1008,42.174,3.13549421592915,23,5.82401,0,18.1,0,0.283024,6.242,64.7,1.23086786778858,3.17805383034795,666,20.2,158030.1009,2.37397508908072,42.174,-71.1008,"Boston West Roxbury"
